Scheme Code,Net Asset Value
 ,
Open Ended Schemes(Debt Scheme - Banking and PSU Fund),
 ,
Aditya Birla Sun Life Mutual Fund,
 ,
 ,
141642,15.09
141643,11.11
141644,13.93
141645,10.57
 ,
Bandhan Mutual Fund,
 ,
131355,19.524
131356,13.664
131357,17.401
131354,12.255
 ,
Bank of India Mutual Fund,
 ,
127852,11.5288
127851,12.6029
127850,19.0664
127849,18.0639
 ,
Baroda BNP Paribas Mutual Fund,
 ,
145396,17.3361
145397,15.0748
145387,16.3013
145389,14.1389
 ,
DSP Mutual Fund,
 ,
126393,21.683
126391,12.671
126394,19.459
126392,11.228
 ,
Edelweiss Mutual Fund,
 ,
141767,22.06
118614,21.45
112117,35.73
141766,19.07
112118,16.84
118615,39.53
 ,
Franklin Templeton Mutual Fund,
 ,
150480,9.9663
150481,10.0683
150478,9.9663
150479,10.0683
 ,
HDFC Mutual Fund,
 ,
100119,318.712
118968,339.661
100120,29.107
118969,32.715
 ,
HSBC Mutual Fund,
 ,
151129,34.8707
151128,19.2449
151127,31.0415
151126,16.7991
 ,
ICICI Prudential Mutual Fund,
 ,
120377,57.12
120376,23.42
122236,19.94
131451,18.08
104685,51.92
104686,16.18
122168,17.20
131450,16.38
 ,
Invesco Mutual Fund,
 ,
120333,42.44
120332,19.34
106317,36.93
106316,16.91
 ,
ITI Mutual Fund,
 ,
147789,11.0600
147788,11.0600
147787,10.3373
147786,10.3373
 ,
Kotak Mahindra Mutual Fund,
 ,
144335,15.637
144336,14.8
144334,15.637
144333,14.799
 ,
LIC Mutual Fund,
 ,
149261,10.3892
149260,10.2361
149259,10.1371
149258,10.137
 ,
Mahindra Manulife Mutual Fund,
 ,
149406,10.0552
149407,10.0552
149404,9.8163
149405,9.8163
 ,
Mirae Asset Mutual Fund,
 ,
150470,10.003
150471,10.001
150474,9.910
150473,9.912
 ,
Motilal Oswal Mutual Fund,
 ,
139872,15.7520
139863,11.6998
139870,14.5966
139866,12.1135
139865,10.8429
139871,10.4507
 ,
NJ Mutual Fund,
 ,
149264,9.92
149265,9.92
149266,9.74
149263,9.74
 ,
PGIM India Mutual Fund,
 ,
148658,11.82
148659,11.15
148660,10.72
148657,11.37
 ,
SBI Mutual Fund,
 ,
149134,10.9267
149135,10.9274
149132,10.7370
149133,10.7372
134110,16.8439
134109,15.9463
134111,16.8235
134108,15.9495
 ,
Shriram Mutual Fund,
 ,
147406,13.9025
147403,13.8502
147405,12.9504
147404,12.9513
 ,
Sundaram Mutual Fund,
 ,
149717,28.9914
149718,15.8712
149715,25.5590
149716,13.4333
 ,
Tata Mutual Fund,
 ,
146006,16.1535
146008,16.1535
146005,15.0494
146009,15.0494
146010,16.1535
146007,15.0494
 ,
Union Mutual Fund,
 ,
142038,15.88
142037,15.88
142035,15.14
142036,15.14
 ,
UTI Mutual Fund,
 ,
100646,31.7329
120784,33.7797
 ,
WhiteOak Capital Mutual Fund,
 ,
151267,9.725
151268,9.706
 ,
Open Ended Schemes(Hybrid Scheme - Equity Savings),
 ,
Aditya Birla Sun Life Mutual Fund,
 ,
132996,14.2
132995,18.62
132997,12.24
132998,17.04
 ,
Axis Mutual Fund,
 ,
135120,18.23
135121,12.16
135124,12.52
139520,11.93
135122,16.58
135123,10.88
135125,11.20
139521,11.40
 ,
Bandhan Mutual Fund,
 ,
108995,25.376
108992,13.921
133682,12.459
108993,12.36084532
108994,16.0114
143259,12.086
143258,12.363
133681,13.448
118477,27.550
118476,15.076
 ,
Baroda BNP Paribas Mutual Fund,
 ,
147496,13.0730
147498,12.2800
147494,12.5650
147495,11.8010
 ,
DSP Mutual Fund,
 ,
136567,18.181
136568,12.542
136569,14.686
136570,14.693
136563,16.539
136564,11.632
136565,12.279
136566,12.349
 ,
Edelweiss Mutual Fund,
 ,
140350,20.1891
140347,20.1806
140348,14.6695
141933,13.7511
140352,18.7377
140351,18.7251
140349,12.9415
141934,12.6393
 ,
Franklin Templeton Mutual Fund,
 ,
144462,12.5921
144465,12.1373
144467,11.8766
144468,11.6896
144464,11.4314
144463,10.9979
144461,13.0251
144466,13.9511
 ,
HDFC Mutual Fund,
 ,
119128,54.705
101585,49.94
119129,13.258
101586,11.64
 ,
HSBC Mutual Fund,
 ,
151060,25.5339
151061,14.1469
151059,14.7978
151058,23.4973
151056,12.7186
151057,13.6759
 ,
ICICI Prudential Mutual Fund,
 ,
133051,18.10
133054,19.21
133056,15.60
133049,14.38
133052,13.97
133057,14.35
133050,12.17
133053,12.14
 ,
IDBI Mutual Fund,
 ,
114982,20.8989
118452,23.0396
114630,16.4657
118453,15.5684
118454,12.8414
114983,15.5675
 ,
Invesco Mutual Fund,
 ,
146457,13.194
146458,13.1533
146456,12.2979
146455,12.2973
 ,
Kotak Mahindra Mutual Fund,
 ,
131373,20.8355
131375,15.0335
131372,19.4571
131374,14.3086
 ,
Mahindra Manulife Mutual Fund,
 ,
140444,17.4130
140447,15.5061
140442,13.7044
140446,11.9104
 ,
Mirae Asset Mutual Fund,
 ,
145694,12.128
145696,11.475
145693,15.518
145695,14.828
 ,
Nippon India Mutual Fund,
 ,
148276,0.0000
148277,0.0000
148275,0.0000
148278,0.0000
148282,0.0000
148281,0.0000
134597,11.7204
134599,11.5513
134601,11.5403
134596,10.8046
134598,10.6578
134600,10.6504
147691,0.3021
147697,0.3021
147692,0.2604
147693,0.2566
147698,0.2564
147695,0.2885
147700,0.2885
147694,0.2471
147699,0.2437
147696,0.2436
148273,0.0000
148274,0.0000
148279,0.0000
148280,0.0000
134595,13.5964
134594,13.5964
134602,12.6129
134593,12.6129
 ,
PGIM India Mutual Fund,
 ,
138371,15.5422
138375,16.1349
138376,45.6079
142427,12.3735
138377,13.3709
138378,12.7923
142428,12.1329
138372,41.009
138369,12.4072
138370,12.3639
142426,12.1179
 ,
SBI Mutual Fund,
 ,
134643,19.0509
134641,17.4308
134640,18.0409
134644,17.4889
134639,16.2138
134642,16.5377
 ,
Sundaram Mutual Fund,
 ,
149677,13.5263
149679,56.7983
149674,50.7975
149676,14.3515
149678,20.0719
149675,13.0921
 ,
Tata Mutual Fund,
 ,
101906,42.0598
119960,46.6819
102118,20.1486
101609,14.7321
119958,17.4836
119959,22.8116
 ,
Union Mutual Fund,
 ,
144312,13.69
144313,13.69
144310,13.32
144311,13.32
 ,
UTI Mutual Fund,
 ,
144490,14.379
144491,14.379
144489,14.3798
144488,14.379
144484,13.8021
144485,13.8021
144486,13.8021
144487,13.802
 ,
Open Ended Schemes(Hybrid Scheme - Multi Asset Allocation),
 ,
Aditya Birla Sun Life Mutual Fund,
 ,
151307,9.8135
151308,9.813
151309,9.7889
151310,9.7893
 ,
Axis Mutual Fund,
 ,
120524,31.3889
120523,20.9280
113064,27.7310
113065,16.7137
 ,
Baroda BNP Paribas Mutual Fund,
 ,
150865,9.8905
150866,9.8905
150863,9.8440
150864,9.8440
 ,
HDFC Mutual Fund,
 ,
103131,49.406
119131,53.663
103130,13.839
119130,16.219
 ,
ICICI Prudential Mutual Fund,
 ,
120334,511.3269
120335,38.3904
101144,472.7027
101143,24.7371
115269,22.849
104898,43.0129
 ,
Motilal Oswal Mutual Fund,
 ,
148454,11.1937
148455,10.8034
 ,
Nippon India Mutual Fund,
 ,
148457,13.8607
148458,13.8607
148460,13.3408
148459,13.3408
 ,
quant Mutual Fund,
 ,
120820,80.0066
101071,76.6155
101072,83.4875
120821,86.8032
 ,
SBI Mutual Fund,
 ,
119840,24.1493
119843,42.3850
119841,19.0324
119842,20.1326
103409,22.0661
103408,39.0282
103400,17.4511
103401,17.4344
 ,
Tata Mutual Fund,
 ,
148052,16.8056
148049,16.8056
148053,16.8056
148054,15.8888
148051,15.8888
148050,15.8888
 ,
UTI Mutual Fund,
 ,
111599,45.345
120760,49.1386
120761,21.707
111602,19.4164
 ,
Open Ended Schemes(Income),
 ,
ICICI Prudential Mutual Fund,
 ,
103062,15.0425
103061,23.9631
114376,10.2660
114238,12.4926
120302,17.7362
120300,24.0808
120301,10.3063
131150,10.0227
123542,10.7000
131149,10.3661
132979,11.9703
120303,12.0320
101098,69.6122
120691,72.4243
131621,10.6484
122613,19.6984
113055,10.0171
120584,10.5669
120582,20.4250
120581,10.2129
120580,10.4618
131620,10.6164
131199,20.2300
120583,10.4779
111996,19.6985
112005,10.2388
111997,10.9656
112002,20.7632
111998,10.4080
106290,10.7894
106292,22.5035
130958,12.6280
106291,17.9830
120625,18.0131
106293,10.8172
106762,11.9883
106763,22.6497
120627,23.4449
106760,11.8549
106761,23.3622
106778,11.7874
106777,21.8977
120629,17.7978
106780,10.8352
106779,17.7495
106832,11.6845
106833,21.7637
106830,11.7708
120631,20.4818
106831,20.4088
105650,10.0016
105651,21.1844
120635,10.0692
120636,13.4735
109680,10.0015
109679,13.4637
105711,10.0025
105710,21.9999
115763,10.0022
120638,17.6211
120637,10.0017
111405,17.5944
111406,10.0017
124214,10.0023
105907,10.0271
105908,22.0296
120639,20.0513
110203,10.0013
110204,19.9985
127399,10.0085
106141,10.0083
106142,20.7912
120654,10.1854
120655,17.5014
110556,10.0061
110555,17.4312
121129,13.9619
121127,13.9796
121126,10.9291
121364,14.9423
121362,14.9835
121441,14.9023
121440,14.9454
121442,10.4410
127238,13.7740
127236,13.7979
127235,10.8654
123597,10.2479
106828,10.0016
106829,21.1917
123645,10.0015
120641,10.0016
120642,13.6172
110664,10.0017
110663,13.6425
117368,10.2240
106885,10.0124
106886,20.9682
120644,10.0051
120643,14.1819
111317,10.0016
111316,14.2363
118037,10.0016
106977,10.0038
106976,22.1759
120647,10.0016
120646,14.0323
120648,10.2204
109855,10.0039
109854,13.9772
118235,10.2061
107138,10.0799
107139,22.7950
120651,10.0051
120650,10.1535
120649,17.7073
110014,10.0050
110013,13.4690
114929,10.2309
107309,10.0742
107310,20.2500
120653,10.0168
120652,17.7138
123055,10.0095
110384,10.1825
110383,17.7160
115927,10.0046
110345,10.0009
110348,19.7164
120624,10.0010
120623,18.1794
120811,10.2084
110346,18.1012
110347,10.1688
115022,10.2340
110048,10.0033
110047,20.0008
120660,10.0033
120661,13.9183
110046,10.0033
110045,13.8735
120669,13.6318
120667,12.7914
120666,13.8562
120668,49.7829
130940,13.7171
100955,12.8248
100953,12.3602
100954,13.5226
100952,48.1366
 ,
Nippon India Mutual Fund,
 ,
124679,12.8420
124681,10.0000
124678,12.8098
124751,10.0000
124749,12.9862
124750,10.0000
124748,12.7938
124755,10.0000
124753,12.8033
124754,10.0000
124752,12.7519
124876,13.6322
124877,10.0000
124874,13.5960
120954,10.0000
120955,15.1049
120957,10.0000
120956,15.0408
121701,13.8817
121699,13.8388
122654,10.0000
122653,13.7847
122655,10.0005
122652,13.7436
122726,13.7640
122727,10.0001
122729,13.7202
 ,
SBI Mutual Fund,
 ,
102056,11.1062
102055,12.5326
 ,
Open Ended Schemes(Money Market),
 ,
Taurus Mutual Fund,
 ,
139619,10.0000
139618,10.0000
139616,14.9430
139617,14.9442
 ,
Open Ended Schemes(Other Scheme - FoF Domestic),
 ,
Aditya Birla Sun Life Mutual Fund,
 ,
131897,20.7161
131898,33.0834
131895,19.7778
131896,31.5367
131865,22.0842
131864,42.8559
131866,21.0439
131863,39.4643
132187,33.6213
132186,36.7123
132180,34.0211
132181,31.1406
132183,26.4158
132178,25.0873
132184,17.9357
132179,22.8242
132185,30.3195
132174,28.7146
132175,25.755
132189,27.4913
120546,18.6737
120545,18.6763
116796,18.1104
116795,18.1093
150688,9.9393
150689,9.9393
150691,9.9173
150690,9.9173
149780,11.3384
149781,11.3357
149783,11.2667
149784,11.2649
 ,
Axis Mutual Fund,
 ,
147905,11.0327
147895,11.8911
147889,12.1454
147894,10.7560
147891,12.1532
147892,12.1556
147893,11.1115
147898,11.7865
147890,12.0167
147897,12.1711
147888,12.0166
147896,12.0160
149847,10.0225
149846,10.0225
149844,10.0052
149845,10.0052
120473,19.4519
120472,19.4701
115897,17.9635
115898,17.9862
149243,10.4647
149242,10.4423
149245,10.4423
149244,10.4647
150618,12.3388
150617,12.3388
150616,12.3732
150615,12.3732
 ,
Bandhan Mutual Fund,
 ,
118412,11.8658
108547,14.2868
117868,11.8623
115874,11.8541
108545,36.9898
108546,12.6643
131399,12.9348
108544,12.6464
117867,11.8671
118408,15.1364
118409,11.8624
118414,11.8587
118410,38.5601
118411,14.4871
131398,13.2534
118413,12.7369
112332,30.0386
112331,19.1467
118485,31.9223
118484,22.1262
112327,26.2975
112328,15.5916
118486,27.8330
118487,16.5066
112329,28.8226
112330,17.8505
118489,30.4149
118488,18.5466
 ,
Edelweiss Mutual Fund,
 ,
149401,10.4745
149402,10.4745
149400,10.4745
149399,10.4745
150989,10.266
150990,10.266
150991,10.266
150988,10.266
147851,12.2324
147852,12.2324
147850,12.2324
147853,12.2324
147857,12.4623
147855,12.4623
147854,12.4623
147856,12.4623
148449,11.1107
148447,11.1107
148446,11.1107
148448,11.1107
148453,11.137
148451,11.137
148450,11.137
148452,11.137
150581,12.004
150578,12.005
150579,11.976
150580,11.976
 ,
Franklin Templeton Mutual Fund,
 ,
118543,125.0370
118542,41.3888
101657,35.6028
101656,112.9768
118511,0.0000
102108,0.0000
102107,0.0000
118512,0.0000
118513,0.0000
102110,0.0000
102109,0.0000
118514,0.0000
118515,0.0000
102111,0.0000
102112,0.0000
118516,0.0000
118520,0.0000
102546,0.0000
102547,0.0000
118519,0.0000
118517,0.0000
102113,0.0000
102114,0.0000
118518,0.0000
132990,16.3299
132987,14.7989
132989,16.3299
132988,14.7989
 ,
HDFC Mutual Fund,
 ,
148901,12.19
148903,12.49
148900,12.19
148902,12.49
130533,28.1871
130543,30.574
130540,24.6995
130547,26.854
119132,19.1774
115934,18.4452
150736,12.038
150737,12.064
 ,
HSBC Mutual Fund,
 ,
129195,17.8713
129197,18.6354
129198,17.1673
129196,17.8713
129199,26.1397
129201,26.8814
129065,26.1397
129200,26.8814
129191,24.0871
129193,24.987
129194,14.6443
129192,24.0871
 ,
ICICI Prudential Mutual Fund,
 ,
120679,90.8719
120680,76.7040
102137,84.2731
102138,70.2577
143904,17.0360
143903,17.0386
120703,35.7872
120702,38.8464
102141,37.4771
102143,34.2799
147648,12.9664
147645,12.9664
147647,12.6726
147646,12.6723
120313,49.9982
120314,41.9436
102139,47.1117
102140,39.4487
148035,17.4873
148036,14.6309
148033,17.0227
148034,14.1782
148822,11.5885
148823,11.5885
148821,11.4647
148824,11.4647
149158,9.2274
149160,9.2273
149157,9.1457
149159,9.1457
149441,10.6470
149442,10.6539
149439,10.5893
149440,10.5893
102134,82.9605
120243,86.9034
120242,103.0185
102133,99.0414
120685,19.6483
120686,19.6501
115833,19.0842
115834,19.0846
149331,9.8117
149333,9.8116
149334,9.7432
149332,9.7431
149775,11.1661
149776,11.1661
149777,11.0857
149778,11.0858
120700,136.4059
102135,131.0925
102136,109.4789
 ,
IDBI Mutual Fund,
 ,
117714,16.1157
118343,16.8252
 ,
Invesco Mutual Fund,
 ,
120530,18.1203
120531,18.1464
116077,17.5874
116075,17.5896
 ,
Kotak Mahindra Mutual Fund,
 ,
150822,10.2192
150823,10.2192
150820,10.2166
150821,10.2166
114758,23.8613
119781,24.9391
114757,23.8613
119780,24.9389
119777,156.501
119776,153.685
102574,147.825
102573,143.892
 ,
Mirae Asset Mutual Fund,
 ,
148501,15.466
148503,15.423
148500,15.455
148502,15.421
149380,7.533
149381,7.583
148575,12.337
148573,12.223
148574,12.340
148576,12.247
149790,9.946
149787,9.946
149788,9.899
149789,9.935
148928,10.300
148929,10.224
149170,9.921
149171,9.859
 ,
Motilal Oswal Mutual Fund,
 ,
149240,10.4604
149241,10.4488
148747,11.4964
148748,11.3656
148750,11.3167
148749,11.1811
150642,11.7610
150641,11.7426
145552,21.6857
145551,21.3142
 ,
Nippon India Mutual Fund,
 ,
148666,13.3184
148664,13.3184
148665,13.0161
148663,13.0161
118662,24.6472
118663,24.6472
114617,23.6917
114616,23.6917
146513,13.9752
146515,13.9752
146514,13.8257
146512,13.8257
148642,13.0628
148644,13.0628
148643,12.8955
148641,12.8955
149760,11.1799
149762,11.1799
149761,11.1110
149759,11.1110
 ,
Quantum Mutual Fund,
 ,
112039,51.500
112038,51.500
141063,50.892
141062,50.892
115132,23.4611
141064,23.2868
117608,25.0936
141072,24.7239
150390,9.7611
150389,9.7539
 ,
SBI Mutual Fund,
 ,
119789,18.6991
115677,17.9917
115676,17.9869
119788,18.7260
 ,
Tata Mutual Fund,
 ,
150345,8.4194
150341,8.4613
150344,8.4613
150340,8.4613
150342,8.4194
150343,8.4194
 ,
UTI Mutual Fund,
 ,
150714,11.7015
150715,11.6756
 ,
Open Ended Schemes(Other Scheme - FoF Overseas),
 ,
Aditya Birla Sun Life Mutual Fund,
 ,
132141,17.0455
132140,19.2726
132139,18.652
132138,18.6491
132009,23.0865
132005,22.0106
132010,23.1063
132003,22.0246
149289,8.6192
149291,8.618
149290,8.5628
149292,8.5621
 ,
Axis Mutual Fund,
 ,
148485,12.5530
148487,12.5526
148486,12.1773
148488,12.1774
148954,9.32
148955,9.32
148953,9.12
148956,9.12
148699,7.66
148700,7.66
148701,7.47
148702,7.47
150751,11.2621
150749,11.2620
150750,11.2425
150748,11.2425
 ,
Bandhan Mutual Fund,
 ,
149098,9.020
149100,8.859
149099,9.020
149097,8.859
 ,
Baroda BNP Paribas Mutual Fund,
 ,
150285,10.1826
150287,10.1826
150286,9.9703
150284,9.9703
 ,
DSP Mutual Fund,
 ,
130493,17.2055
130491,14.7699
130492,16.4894
130490,14.2524
149816,9.4842
149815,9.4842
149817,9.3829
149814,9.3829
119252,43.4884
119253,40.3548
117691,40.4475
117692,21.3533
119271,19.4637
119272,17.8079
115882,18.8860
115881,12.8258
119275,17.7081
119276,14.3564
112126,17.0536
112127,13.1329
119277,18.1854
119278,12.0309
106597,17.2661
106596,11.5112
119279,16.5397
119280,16.5397
112293,15.6014
112347,15.6014
 ,
Edelweiss Mutual Fund,
 ,
140256,27.251
140255,24.818
140327,14.3968
140328,13.5217
140296,16.7411
140295,15.4702
140243,42.757
140242,38.864
148063,14.95
148064,14.4989
140274,25.5093
140273,23.5601
 ,
Franklin Templeton Mutual Fund,
 ,
118550,48.8183
116632,44.1638
116633,44.1638
118551,48.8183
129440,10.3625
129441,10.3625
129438,9.3810
129439,9.3810
 ,
HDFC Mutual Fund,
 ,
149180,10.017
149181,9.932
 ,
HSBC Mutual Fund,
 ,
127073,17.9987
127071,19.2306
127072,16.2491
127070,16.4759
120035,6.1717
115117,5.7195
120036,6.1664
115116,5.7195
120043,17.3685
107988,16.1369
107989,14.3429
120044,15.4194
148738,8.9563
148737,8.9563
148735,8.8145
148736,8.8145
 ,
ICICI Prudential Mutual Fund,
 ,
123654,23.04
123652,23.04
123651,21.62
123653,21.62
149455,12.9784
149458,12.9788
149456,12.8203
149457,12.8201
 ,
Invesco Mutual Fund,
 ,
149961,9.8372
149960,9.814
148614,6.446
148615,6.447
148613,6.2901
148612,6.2899
129188,20.5213
129190,20.3051
129187,18.7701
129189,18.7428
126353,15.2622
126352,15.2241
126351,14.1434
126350,14.1431
 ,
Kotak Mahindra Mutual Fund,
 ,
106441,19.171
119779,20.565
106442,19.173
119778,20.652
149056,7.236
149060,7.3916
149059,7.3916
149058,7.2363
148646,9.2303
148649,9.2303
148645,9.0398
148647,9.0401
148662,10.5645
148661,10.4736
133832,20.129
133831,20.131
133830,19.213
133833,19.216
133814,9.28
133815,11.199
133817,9.78
133816,11.759
 ,
Mahindra Manulife Mutual Fund,
 ,
149230,8.8903
149231,8.8903
149228,8.7591
149229,8.7591
 ,
Mirae Asset Mutual Fund,
 ,
150594,9.601
150595,9.626
150597,11.357
150596,11.341
 ,
Navi Mutual Fund,
 ,
149910,9.3334
149911,9.3174
149830,10.0857
149831,10.0799
 ,
PGIM India Mutual Fund,
 ,
138457,9.15
138456,12.44
138454,11
138453,11.18
138525,11.75
138527,29.18
138528,31.19
138524,22.17
138523,28.17
149298,8.46
149300,9.01
149299,8.37
149301,8.93
 ,
SBI Mutual Fund,
 ,
148760,10.9178
148762,10.7424
148761,10.9182
148759,10.7422
 ,
Sundaram Mutual Fund,
 ,
119602,25.9318
119601,23.0631
106370,24.2137
106369,20.7491
 ,
Open Ended Schemes(Other Scheme - Gold ETF),
 ,
Aditya Birla Sun Life Mutual Fund,
 ,
115127,54.4428
 ,
Axis Mutual Fund,
 ,
113434,51.1207
 ,
HDFC Mutual Fund,
 ,
113049,52.9211
 ,
ICICI Prudential Mutual Fund,
 ,
113076,52.3612
 ,
IDBI Mutual Fund,
 ,
115939,5543.4383
 ,
Invesco Mutual Fund,
 ,
112368,5382.0118
 ,
Kotak Mahindra Mutual Fund,
 ,
106193,51.7619
 ,
Mirae Asset Mutual Fund,
 ,
151416,59.4816
 ,
Nippon India Mutual Fund,
 ,
140088,50.9967
 ,
Quantum Mutual Fund,
 ,
107693,51.3806
 ,
SBI Mutual Fund,
 ,
111954,53.1285
 ,
UTI Mutual Fund,
 ,
105463,51.7034
 ,
Open Ended Schemes(Other Scheme - Index Funds),
 ,
Aditya Birla Sun Life Mutual Fund,
 ,
150702,10.4063
150704,10.4063
150703,10.3985
150705,10.3994
150938,10.1724
150939,10.1723
150936,10.1646
150937,10.1655
150357,10.2912
150355,10.292
150354,10.2759
150356,10.2759
150353,10.2874
150352,10.289
150351,10.2675
150350,10.2646
149889,10.4889
149888,10.4899
149891,10.5123
149890,10.5126
151396,10.0963
151394,10.0963
151393,10.0934
151395,10.0934
150780,10.4311
150777,10.4236
150779,10.4238
150778,10.4305
151577,10.0478
151584,10.0479
151583,10.047
151582,10.047
150699,10.3774
150698,10.3767
150701,10.3693
150700,10.3698
151427,10.072
151425,10.073
151428,10.0682
151426,10.0682
148962,10.9619
148963,10.9617
148965,10.8351
148964,10.8351
119648,171.0093
101314,168.4416
119649,17.6795
101313,17.2133
148809,12.4926
148806,12.3246
148807,12.4929
148805,12.3263
149838,9.2547
149839,9.2541
149837,9.1822
149836,9.1821
149794,10.4247
149793,10.4246
149792,10.3892
149791,10.3893
149199,10.4534
149200,10.4535
149198,10.4283
149201,10.429
150663,10.3595
150664,10.3595
150665,10.3519
150667,10.3519
151562,10.0812
151563,10.0812
151560,10.08
151561,10.08
148814,10.0868
148815,10.0886
148812,9.9502
148811,9.9503
 ,
Axis Mutual Fund,
 ,
151300,10.0722
151299,10.0724
151297,10.0686
151298,10.0686
149753,10.3412
149755,10.3233
149756,10.3234
149754,10.3412
149873,10.2938
149874,10.2936
149872,10.2771
149875,10.2770
147666,14.6388
147668,14.6597
147665,14.2272
147667,14.2281
149373,9.9466
149374,9.9466
149371,9.9077
149372,9.9077
149936,10.0510
149935,10.0507
149938,9.9763
149937,9.9762
149466,9.1883
149469,9.1882
149467,9.1249
149468,9.1249
150854,10.2258
150852,10.2258
150853,10.2207
150851,10.2207
149894,8.7791
149895,8.7791
149896,8.7108
149897,8.7108
 ,
Bandhan Mutual Fund,
 ,
150871,10.1675
150872,10.1679
150873,10.1627
150874,10.1629
150868,10.2339
150867,10.2275
150869,10.2248
150870,10.2250
150888,10.2187
150889,10.2188
150890,10.2102
150891,10.2103
150746,10.3595
150747,10.3601
150744,10.3482
150745,10.3486
148792,10.9329
148791,10.4443
148790,10.8784
148793,10.4317
151408,10.0904
151411,10.0909
151409,10.0881
151410,10.0881
148789,10.9153
148788,10.4066
148786,10.8609
148787,10.3940
149832,9.7793
149835,9.7789
149833,9.7262
149834,9.7262
112877,35.9657
112878,32.6326
118482,36.6208
118483,33.2840
150636,9.9393
150633,9.9078
150634,9.9347
150635,9.9079
150591,9.1668
150592,9.1371
150590,9.1668
150593,9.1371
 ,
Baroda BNP Paribas Mutual Fund,
 ,
151283,10.0934
151281,10.0000
151279,10.0885
151280,10.0885
 ,
DSP Mutual Fund,
 ,
151329,10.1150
151328,10.1150
151327,10.1112
151330,10.1112
141877,15.7819
141878,15.0200
141875,15.3845
141876,14.6229
146376,16.1548
146377,15.3003
146379,16.0291
146378,15.2697
150428,9.1043
150429,9.1043
150427,9.0592
150430,9.0592
146381,14.6518
146382,13.9729
146380,14.4755
146383,13.7969
149970,10.4018
149971,10.4018
149968,10.3840
149969,10.3840
151373,10.1227
151371,10.1227
151370,10.1211
151372,10.1211
 ,
Edelweiss Mutual Fund,
 ,
150671,10.4428
150722,10.4427
150720,10.4296
150721,10.4295
150727,10.3587
150770,10.3577
150771,10.3477
150772,10.3478
150807,10.3191
150850,10.3192
150848,10.3087
150849,10.3088
151365,10.1201
151397,10.1202
151398,10.1148
151399,10.1149
149945,10.3283
149950,10.3277
149947,10.3071
149949,10.3067
148556,11.7038
148558,11.538
148555,11.7038
148557,11.538
149254,9.4618
149255,9.3294
149256,9.3727
149257,9.3724
149250,9.7153
149251,9.5808
149252,9.5113
149253,9.5111
149343,9.6921
149339,9.6921
149341,9.6093
149342,9.6088
150902,9.0992
150903,9.1005
150900,9.0764
150901,9.0763
150899,8.632
150896,8.632
150897,8.6102
150898,8.6102
148794,10.9953
148795,11.0305
148796,11.0311
148797,10.9943
149246,10.4581
149247,10.4593
149249,10.4329
149248,10.4335
150892,9.0101
150895,9.0102
150894,8.9919
150893,8.9919
 ,
Franklin Templeton Mutual Fund,
 ,
118580,140.3272
100484,134.7539
105067,134.7539
118581,140.3272
 ,
HDFC Mutual Fund,
 ,
119063,160.35
101525,157.4308
119065,531.5747
101281,520.9138
149870,9.5614
149871,9.4998
149868,9.7931
149869,9.7277
151496,10.1036
151495,10.1042
150844,10.2836
150845,10.2897
150846,10.2604
150847,10.2671
151180,10.2105
151181,10.2154
151490,10.0522
151489,10.0526
151182,10.1987
151183,10.203
149288,8.8068
149287,8.7339
151455,10.1014
151456,10.1033
151571,10.0173
151570,10.0174
149107,10.7149
149106,10.6057
 ,
HSBC Mutual Fund,
 ,
149966,10.3999
149962,10.3999
149963,10.3791
149964,10.3791
151157,19.3827
151156,19.3827
151158,19.1631
151159,19.1631
151160,16.3658
151163,16.3657
151162,16.1504
151161,16.1505
 ,
ICICI Prudential Mutual Fund,
 ,
149219,9.1153
149221,9.1146
149218,9.0498
149220,9.0496
150452,9.7262
150453,9.7256
150454,9.6859
150451,9.6858
101349,167.0384
120620,173.3853
135391,23.3156
135390,22.2536
150643,9.6609
150644,9.6609
150645,9.6348
150646,9.6348
149858,11.1367
149861,11.1366
149859,11.0425
149860,11.0424
150734,10.3919
150735,10.4006
150733,10.4011
150732,10.3918
150468,9.3517
150469,9.3565
150466,9.3172
150467,9.3174
149389,9.9433
149391,9.9432
149390,9.8437
149388,9.8435
120684,34.5576
120683,34.5450
112957,33.0427
112958,33.0424
150930,9.1419
150928,9.1419
150929,9.1244
150931,9.1244
149224,10.3862
149227,10.4170
149210,10.4170
149226,10.1235
149225,9.9460
149208,10.3863
149223,10.1040
149222,9.9457
150731,10.3528
150730,10.3624
150729,10.3621
150728,10.3528
151209,10.1446
151210,10.1498
151211,10.1498
151208,10.1447
149996,10.2947
149997,10.3101
149999,10.3101
149998,10.2946
150639,9.8805
150640,9.8805
150637,9.8503
150638,9.8503
141839,18.3458
141841,18.5454
141842,18.5453
141840,18.3463
 ,
IDBI Mutual Fund,
 ,
118347,33.7963
113062,29.7099
113063,31.1376
118455,32.2247
113250,28.0760
113249,28.0760
118348,30.3892
118456,30.3892
 ,
Invesco Mutual Fund,
 ,
151593,1002.1314
151592,1002.1314
151590,1002.1108
151591,1002.1106
 ,
Kotak Mahindra Mutual Fund,
 ,
148978,10.909
148976,10.909
148974,10.846
148979,10.846
148745,10.8291
148746,10.8289
148743,10.7129
148744,10.7131
149855,10.3183
149852,10.3001
149853,10.3007
149854,10.3184
149865,10.4119
149864,10.4116
149862,10.3902
149866,10.3934
151216,10.1453
